ADDRESS,CAMERA ID,VIOLATION DATE,VIOLATIONS,comments
1111 N HUMBOLDT,CHI010,43555,98,
1111 N HUMBOLDT,CHI010,43556,57,
1111 N HUMBOLDT,CHI010,43557,53,
1111 N HUMBOLDT,CHI010,43558,56,
1111 N HUMBOLDT,CHI010,43559,27,
1111 N HUMBOLDT,CHI010,43560,68,
1111 N HUMBOLDT,CHI010,43561,84,
1111 N HUMBOLDT,CHI010,43562,53,
1111 N HUMBOLDT,CHI010,43563,51,
1111 N HUMBOLDT,CHI010,43564,52,
1111 N HUMBOLDT,CHI010,43565,32,
1111 N HUMBOLDT,CHI010,43566,40,
1111 N HUMBOLDT,CHI010,43567,60,
1111 N HUMBOLDT,CHI010,43568,94,
1111 N HUMBOLDT,CHI010,43569,30,
1111 N HUMBOLDT,CHI010,43570,56,
1111 N HUMBOLDT,CHI010,43571,45,
1111 N HUMBOLDT,CHI010,43572,54,
1111 N HUMBOLDT,CHI010,43573,40,
1111 N HUMBOLDT,CHI010,43574,73,
1111 N HUMBOLDT,CHI010,43575,80,
1111 N HUMBOLDT,CHI010,43576,86,
1111 N HUMBOLDT,CHI010,43577,51,
1111 N HUMBOLDT,CHI010,43578,48,
1111 N HUMBOLDT,CHI010,43579,45,
1111 N HUMBOLDT,CHI010,43580,53,
1111 N HUMBOLDT,CHI010,43581,47,
1111 N HUMBOLDT,CHI010,43582,43,
1111 N HUMBOLDT,CHI010,43583,80,
1111 N HUMBOLDT,CHI010,43584,38,
1111 N HUMBOLDT,CHI010,43585,19,
1111 N HUMBOLDT,CHI010,43586,51,
1111 N HUMBOLDT,CHI010,43587,26,
1111 N HUMBOLDT,CHI010,43588,54,
1111 N HUMBOLDT,CHI010,43589,64,
1111 N HUMBOLDT,CHI010,43590,95,
1111 N HUMBOLDT,CHI010,43591,44,
1111 N HUMBOLDT,CHI010,43592,39,
1111 N HUMBOLDT,CHI010,43593,51,
1111 N HUMBOLDT,CHI010,43594,41,
1111 N HUMBOLDT,CHI010,43595,55,
1111 N HUMBOLDT,CHI010,43596,47,
1111 N HUMBOLDT,CHI010,43597,60,
1111 N HUMBOLDT,CHI010,43598,54,
1111 N HUMBOLDT,CHI010,43599,52,
1111 N HUMBOLDT,CHI010,43600,55,
1111 N HUMBOLDT,CHI010,43601,43,
1111 N HUMBOLDT,CHI010,43602,37,
1111 N HUMBOLDT,CHI010,43603,60,
1111 N HUMBOLDT,CHI010,43604,51,
1111 N HUMBOLDT,CHI010,43605,36,
1111 N HUMBOLDT,CHI010,43606,29,
1111 N HUMBOLDT,CHI010,43607,42,
1111 N HUMBOLDT,CHI010,43608,29,
1111 N HUMBOLDT,CHI010,43609,44,
1111 N HUMBOLDT,CHI010,43610,64,
1111 N HUMBOLDT,CHI010,43611,55,
1111 N HUMBOLDT,CHI010,43612,41,
1111 N HUMBOLDT,CHI010,43613,39,
1111 N HUMBOLDT,CHI010,43614,42,
1111 N HUMBOLDT,CHI010,43615,50,
1111 N HUMBOLDT,CHI010,43616,56,
1111 N HUMBOLDT,CHI010,43617,57,
1111 N HUMBOLDT,CHI010,43618,67,
1111 N HUMBOLDT,CHI010,43619,30,
1111 N HUMBOLDT,CHI010,43620,29,
1111 N HUMBOLDT,CHI010,43621,35,
1111 N HUMBOLDT,CHI010,43622,49,
1111 N HUMBOLDT,CHI010,43623,53,
1111 N HUMBOLDT,CHI010,43624,64,
1111 N HUMBOLDT,CHI010,43625,44,
1111 N HUMBOLDT,CHI010,43626,44,
1111 N HUMBOLDT,CHI010,43627,35,
1111 N HUMBOLDT,CHI010,43628,34,
1111 N HUMBOLDT,CHI010,43629,31,
1111 N HUMBOLDT,CHI010,43630,36,
1111 N HUMBOLDT,CHI010,43631,24,
1111 N HUMBOLDT,CHI010,43632,15,
1111 N HUMBOLDT,CHI010,43633,39,
1111 N HUMBOLDT,CHI010,43634,61,
1111 N HUMBOLDT,CHI010,43635,45,
1111 N HUMBOLDT,CHI010,43636,39,
1111 N HUMBOLDT,CHI010,43637,65,
1111 N HUMBOLDT,CHI010,43638,60,
1111 N HUMBOLDT,CHI010,43639,61,
1111 N HUMBOLDT,CHI010,43640,42,
1111 N HUMBOLDT,CHI010,43641,44,
1111 N HUMBOLDT,CHI010,43642,45,
1111 N HUMBOLDT,CHI010,43643,50,
1111 N HUMBOLDT,CHI010,43644,40,
1111 N HUMBOLDT,CHI010,43645,49,
1111 N HUMBOLDT,CHI010,43646,71,
1111 N HUMBOLDT,CHI010,43647,48,
1111 N HUMBOLDT,CHI010,43648,47,
1111 N HUMBOLDT,CHI010,43649,57,
1111 N HUMBOLDT,CHI010,43650,60,
1111 N HUMBOLDT,CHI010,43651,52,
1111 N HUMBOLDT,CHI010,43652,76,
1111 N HUMBOLDT,CHI010,43653,57,
1111 N HUMBOLDT,CHI010,43654,50,
1111 N HUMBOLDT,CHI010,43655,42,
1111 N HUMBOLDT,CHI010,43656,38,
1111 N HUMBOLDT,CHI010,43657,43,
1111 N HUMBOLDT,CHI010,43658,48,
1111 N HUMBOLDT,CHI010,43659,51,
1111 N HUMBOLDT,CHI010,43660,46,
1111 N HUMBOLDT,CHI010,43661,17,
1111 N HUMBOLDT,CHI010,43662,40,
1111 N HUMBOLDT,CHI010,43663,57,
1111 N HUMBOLDT,CHI010,43664,46,
1111 N HUMBOLDT,CHI010,43665,71,
1111 N HUMBOLDT,CHI010,43666,61,
1111 N HUMBOLDT,CHI010,43667,69,
1111 N HUMBOLDT,CHI010,43668,61,
1111 N HUMBOLDT,CHI010,43669,49,
1111 N HUMBOLDT,CHI010,43670,45,
1111 N HUMBOLDT,CHI010,43671,51,
1111 N HUMBOLDT,CHI010,43672,70,
1111 N HUMBOLDT,CHI010,43673,90,
1111 N HUMBOLDT,CHI010,43674,65,
1111 N HUMBOLDT,CHI010,43675,37,
1111 N HUMBOLDT,CHI010,43676,38,
1111 N HUMBOLDT,CHI010,43677,44,
1111 N HUMBOLDT,CHI010,43678,53,
1111 N HUMBOLDT,CHI010,43679,58,
1111 N HUMBOLDT,CHI010,43680,80,
1111 N HUMBOLDT,CHI010,43681,74,
1111 N HUMBOLDT,CHI010,43682,59,
1111 N HUMBOLDT,CHI010,43683,49,
1111 N HUMBOLDT,CHI010,43684,51,
1111 N HUMBOLDT,CHI010,43685,62,
1111 N HUMBOLDT,CHI010,43686,69,
1111 N HUMBOLDT,CHI010,43687,88,
1111 N HUMBOLDT,CHI010,43688,61,
1111 N HUMBOLDT,CHI010,43689,44,
1111 N HUMBOLDT,CHI010,43690,57,
1111 N HUMBOLDT,CHI010,43691,49,
1111 N HUMBOLDT,CHI010,43692,79,
1111 N HUMBOLDT,CHI010,43693,47,
1111 N HUMBOLDT,CHI010,43694,72,
1111 N HUMBOLDT,CHI010,43695,57,
1111 N HUMBOLDT,CHI010,43696,55,
1111 N HUMBOLDT,CHI010,43697,49,
1111 N HUMBOLDT,CHI010,43698,50,
1111 N HUMBOLDT,CHI010,43699,58,
1111 N HUMBOLDT,CHI010,43700,67,
1111 N HUMBOLDT,CHI010,43701,83,
1111 N HUMBOLDT,CHI010,43702,72,
1111 N HUMBOLDT,CHI010,43703,21,
1111 N HUMBOLDT,CHI010,43704,38,
1111 N HUMBOLDT,CHI010,43705,62,
1111 N HUMBOLDT,CHI010,43706,61,
1111 N HUMBOLDT,CHI010,43707,50,
1111 N HUMBOLDT,CHI010,43708,65,
1111 N HUMBOLDT,CHI010,43709,51,
1111 N HUMBOLDT,CHI010,43710,55,
1111 N HUMBOLDT,CHI010,43711,41,
1111 N HUMBOLDT,CHI010,43712,62,
1111 N HUMBOLDT,CHI010,43713,51,
1111 N HUMBOLDT,CHI010,43714,40,
1111 N HUMBOLDT,CHI010,43715,63,
1111 N HUMBOLDT,CHI010,43716,50,
1111 N HUMBOLDT,CHI010,43717,50,
1111 N HUMBOLDT,CHI010,43718,59,
1111 N HUMBOLDT,CHI010,43719,38,
1111 N HUMBOLDT,CHI010,43720,44,
1111 N HUMBOLDT,CHI010,43721,45,
1111 N HUMBOLDT,CHI010,43722,69,
1111 N HUMBOLDT,CHI010,43723,66,
1111 N HUMBOLDT,CHI010,43724,58,
1111 N HUMBOLDT,CHI010,43725,37,
1111 N HUMBOLDT,CHI010,43726,50,
1111 N HUMBOLDT,CHI010,43727,40,
1111 N HUMBOLDT,CHI010,43728,49,
1111 N HUMBOLDT,CHI010,43729,76,
1111 N HUMBOLDT,CHI010,43730,43,
1111 N HUMBOLDT,CHI010,43731,35,
1111 N HUMBOLDT,CHI010,43732,42,
1111 N HUMBOLDT,CHI010,43733,56,
1111 N HUMBOLDT,CHI010,43734,56,
1111 N HUMBOLDT,CHI010,43735,18,
1111 N HUMBOLDT,CHI010,43736,50,
1111 N HUMBOLDT,CHI010,43737,48,
1111 N HUMBOLDT,CHI010,43738,44,
1111 N HUMBOLDT,CHI010,43739,43,
1111 N HUMBOLDT,CHI010,43740,21,
1111 N HUMBOLDT,CHI010,43741,30,
1111 N HUMBOLDT,CHI010,43742,50,
1111 N HUMBOLDT,CHI010,43743,65,
1111 N HUMBOLDT,CHI010,43744,68,
1111 N HUMBOLDT,CHI010,43745,43,
1111 N HUMBOLDT,CHI010,43746,43,
1111 N HUMBOLDT,CHI010,43747,46,
1111 N HUMBOLDT,CHI010,43748,55,
1111 N HUMBOLDT,CHI010,43749,26,
1111 N HUMBOLDT,CHI010,43750,59,
1111 N HUMBOLDT,CHI010,43751,88,
1111 N HUMBOLDT,CHI010,43752,63,
1111 N HUMBOLDT,CHI010,43753,40,
1111 N HUMBOLDT,CHI010,43754,41,
1111 N HUMBOLDT,CHI010,43755,42,
1111 N HUMBOLDT,CHI010,43756,51,
1111 N HUMBOLDT,CHI010,43757,83,
1111 N HUMBOLDT,CHI010,43758,68,
1111 N HUMBOLDT,CHI010,43759,38,
1111 N HUMBOLDT,CHI010,43760,45,
1111 N HUMBOLDT,CHI010,43761,56,
1111 N HUMBOLDT,CHI010,43762,46,
1111 N HUMBOLDT,CHI010,43763,63,
1111 N HUMBOLDT,CHI010,43764,30,
1111 N HUMBOLDT,CHI010,43765,62,
1111 N HUMBOLDT,CHI010,43766,49,
1111 N HUMBOLDT,CHI010,43767,44,
1111 N HUMBOLDT,CHI010,43768,18,
1111 N HUMBOLDT,CHI010,43769,28,
1111 N HUMBOLDT,CHI010,43770,49,
1111 N HUMBOLDT,CHI010,43771,40,
1111 N HUMBOLDT,CHI010,43772,94,
1111 N HUMBOLDT,CHI010,43773,41,
1111 N HUMBOLDT,CHI010,43774,45,
1111 N HUMBOLDT,CHI010,43775,41,
1111 N HUMBOLDT,CHI010,43776,49,
1111 N HUMBOLDT,CHI010,43777,44,
1111 N HUMBOLDT,CHI010,43778,82,
1111 N HUMBOLDT,CHI010,43779,54,
1111 N HUMBOLDT,CHI010,43780,17,
1111 N HUMBOLDT,CHI010,43781,43,
1111 N HUMBOLDT,CHI010,43782,52,
1111 N HUMBOLDT,CHI010,43783,49,
1111 N HUMBOLDT,CHI010,43784,50,
1111 N HUMBOLDT,CHI010,43785,71,
1111 N HUMBOLDT,CHI010,43786,76,
1111 N HUMBOLDT,CHI010,43787,47,
1111 N HUMBOLDT,CHI010,43788,37,
1111 N HUMBOLDT,CHI010,43789,50,
1111 N HUMBOLDT,CHI010,43790,36,
1111 N HUMBOLDT,CHI010,43791,45,
1111 N HUMBOLDT,CHI010,43792,76,
1111 N HUMBOLDT,CHI010,43793,79,
1111 N HUMBOLDT,CHI010,43794,57,
1111 N HUMBOLDT,CHI010,43795,43,
1111 N HUMBOLDT,CHI010,43796,61,
1111 N HUMBOLDT,CHI010,43797,90,
1111 N HUMBOLDT,CHI010,43798,55,
1111 N HUMBOLDT,CHI010,43799,51,
1111 N HUMBOLDT,CHI010,43800,64,
1111 N HUMBOLDT,CHI010,43801,59,
1111 N HUMBOLDT,CHI010,43802,51,
1111 N HUMBOLDT,CHI010,43803,53,
1111 N HUMBOLDT,CHI010,43804,59,
1111 N HUMBOLDT,CHI010,43805,50,
1111 N HUMBOLDT,CHI010,43806,88,
1111 N HUMBOLDT,CHI010,43807,87,
1111 N HUMBOLDT,CHI010,43808,42,
1111 N HUMBOLDT,CHI010,43809,53,
1111 N HUMBOLDT,CHI010,43810,55,
1111 N HUMBOLDT,CHI010,43811,64,
1111 N HUMBOLDT,CHI010,43812,47,
1111 N HUMBOLDT,CHI010,43813,80,
1111 N HUMBOLDT,CHI010,43814,95,
1111 N HUMBOLDT,CHI010,43815,49,
1111 N HUMBOLDT,CHI010,43816,56,
1111 N HUMBOLDT,CHI010,43817,40,
1111 N HUMBOLDT,CHI010,43818,55,
1111 N HUMBOLDT,CHI010,43819,49,
1111 N HUMBOLDT,CHI010,43820,80,
1111 N HUMBOLDT,CHI010,43821,55,
1111 N HUMBOLDT,CHI010,43822,68,
1111 N HUMBOLDT,CHI010,43823,77,
1111 N HUMBOLDT,CHI010,43824,59,
1111 N HUMBOLDT,CHI010,43825,60,
1111 N HUMBOLDT,CHI010,43826,60,
1111 N HUMBOLDT,CHI010,43827,62,
1111 N HUMBOLDT,CHI010,43828,56,
1111 N HUMBOLDT,CHI010,43829,43,
1111 N HUMBOLDT,CHI010,43830,56,
1111 N HUMBOLDT,CHI010,43831,68,
1111 N HUMBOLDT,CHI010,43832,59,
1111 N HUMBOLDT,CHI010,43833,53,
1111 N HUMBOLDT,CHI010,43834,58,
1111 N HUMBOLDT,CHI010,43835,63,
1111 N HUMBOLDT,CHI010,43836,37,
1111 N HUMBOLDT,CHI010,43837,54,
1111 N HUMBOLDT,CHI010,43838,49,
1111 N HUMBOLDT,CHI010,43839,44,
1111 N HUMBOLDT,CHI010,43840,24,
1111 N HUMBOLDT,CHI010,43841,39,
1111 N HUMBOLDT,CHI010,43842,63,
1111 N HUMBOLDT,CHI010,43843,41,
1111 N HUMBOLDT,CHI010,43844,45,
1111 N HUMBOLDT,CHI010,43845,38,
1111 N HUMBOLDT,CHI010,43846,42,
1111 N HUMBOLDT,CHI010,43847,33,
1111 N HUMBOLDT,CHI010,43848,36,
1111 N HUMBOLDT,CHI010,43849,49,
1111 N HUMBOLDT,CHI010,43850,51,
1111 N HUMBOLDT,CHI010,43851,40,
1111 N HUMBOLDT,CHI010,43852,51,
1111 N HUMBOLDT,CHI010,43853,25,
1111 N HUMBOLDT,CHI010,43854,37,
1111 N HUMBOLDT,CHI010,43855,54,
1111 N HUMBOLDT,CHI010,43856,90,
1111 N HUMBOLDT,CHI010,43857,40,
1111 N HUMBOLDT,CHI010,43858,32,
1111 N HUMBOLDT,CHI010,43859,34,
1111 N HUMBOLDT,CHI010,43860,41,
1111 N HUMBOLDT,CHI010,43861,54,
1111 N HUMBOLDT,CHI010,43862,61,
1111 N HUMBOLDT,CHI010,43863,79,
1111 N HUMBOLDT,CHI010,43864,55,
1111 N HUMBOLDT,CHI010,43865,44,
1111 N HUMBOLDT,CHI010,43866,40,
1111 N HUMBOLDT,CHI010,43867,24,
1111 N HUMBOLDT,CHI010,43868,55,
1111 N HUMBOLDT,CHI010,43869,90,
1111 N HUMBOLDT,CHI010,43870,50,
1111 N HUMBOLDT,CHI010,43871,47,
1111 N HUMBOLDT,CHI010,43872,49,
1111 N HUMBOLDT,CHI010,43873,41,
1111 N HUMBOLDT,CHI010,43874,30,
1111 N HUMBOLDT,CHI010,43875,51,
1111 N HUMBOLDT,CHI010,43876,72,
1111 N HUMBOLDT,CHI010,43877,68,
1111 N HUMBOLDT,CHI010,43878,52,
1111 N HUMBOLDT,CHI010,43879,45,
1111 N HUMBOLDT,CHI010,43880,53,
1111 N HUMBOLDT,CHI010,43881,62,
1111 N HUMBOLDT,CHI010,43882,44,
1111 N HUMBOLDT,CHI010,43883,61,
1111 N HUMBOLDT,CHI010,43884,59,
1111 N HUMBOLDT,CHI010,43885,33,
1111 N HUMBOLDT,CHI010,43886,38,
1111 N HUMBOLDT,CHI010,43887,35,
1111 N HUMBOLDT,CHI010,43888,53,
1111 N HUMBOLDT,CHI010,43889,52,
1111 N HUMBOLDT,CHI010,43890,63,
1111 N HUMBOLDT,CHI010,43891,72,
1111 N HUMBOLDT,CHI010,43892,43,
1111 N HUMBOLDT,CHI010,43893,52,
1111 N HUMBOLDT,CHI010,43894,44,
1111 N HUMBOLDT,CHI010,43895,40,
1111 N HUMBOLDT,CHI010,43896,67,
1111 N HUMBOLDT,CHI010,43897,60,
1111 N HUMBOLDT,CHI010,43898,87,
1111 N HUMBOLDT,CHI010,43899,37,
1111 N HUMBOLDT,CHI010,43900,46,
1111 N HUMBOLDT,CHI010,43901,36,
1111 N HUMBOLDT,CHI010,43902,50,
1111 N HUMBOLDT,CHI010,43903,66,
1111 N HUMBOLDT,CHI010,43904,63,
1111 N HUMBOLDT,CHI010,43905,81,
1111 N HUMBOLDT,CHI010,43906,41,
1111 N HUMBOLDT,CHI010,43907,51,
1111 N HUMBOLDT,CHI010,43908,31,
1111 N HUMBOLDT,CHI010,43909,47,
1111 N HUMBOLDT,CHI010,43910,44,
1111 N HUMBOLDT,CHI010,43911,53,
1111 N HUMBOLDT,CHI010,43912,36,
1111 N HUMBOLDT,CHI010,43913,38,
1111 N HUMBOLDT,CHI010,43914,43,
1111 N HUMBOLDT,CHI010,43915,35,
1111 N HUMBOLDT,CHI010,43916,42,
1111 N HUMBOLDT,CHI010,43917,42,
1111 N HUMBOLDT,CHI010,43918,47,
1111 N HUMBOLDT,CHI010,43919,45,
1111 N HUMBOLDT,CHI010,43920,43,
1111 N HUMBOLDT,CHI010,43921,42,
1111 N HUMBOLDT,CHI010,43922,51,
1111 N HUMBOLDT,CHI010,43923,55,
1111 N HUMBOLDT,CHI010,43924,51,
1111 N HUMBOLDT,CHI010,43925,50,
1111 N HUMBOLDT,CHI010,43926,54,
1111 N HUMBOLDT,CHI010,43927,48,
1111 N HUMBOLDT,CHI010,43928,37,
1111 N HUMBOLDT,CHI010,43929,38,
1111 N HUMBOLDT,CHI010,43930,41,
1111 N HUMBOLDT,CHI010,43931,45,
1111 N HUMBOLDT,CHI010,43932,52,
1111 N HUMBOLDT,CHI010,43933,46,
1111 N HUMBOLDT,CHI010,43934,53,
1111 N HUMBOLDT,CHI010,43935,48,
1111 N HUMBOLDT,CHI010,43936,44,
1111 N HUMBOLDT,CHI010,43937,56,
1111 N HUMBOLDT,CHI010,43938,54,
1111 N HUMBOLDT,CHI010,43939,62,
1111 N HUMBOLDT,CHI010,43940,48,
1111 N HUMBOLDT,CHI010,43941,49,
1111 N HUMBOLDT,CHI010,43942,57,
1111 N HUMBOLDT,CHI010,43943,44,
1111 N HUMBOLDT,CHI010,43944,48,
1111 N HUMBOLDT,CHI010,43945,52,
1111 N HUMBOLDT,CHI010,43946,48,
1111 N HUMBOLDT,CHI010,43947,47,
1111 N HUMBOLDT,CHI010,43948,36,
1111 N HUMBOLDT,CHI010,43949,52,
1111 N HUMBOLDT,CHI010,43950,23,
1111 N HUMBOLDT,CHI010,43951,42,
1111 N HUMBOLDT,CHI010,43952,57,
1111 N HUMBOLDT,CHI010,43953,85,
1111 N HUMBOLDT,CHI010,43954,55,
1111 N HUMBOLDT,CHI010,43955,40,
1111 N HUMBOLDT,CHI010,43956,38,
1111 N HUMBOLDT,CHI010,43957,49,
1111 N HUMBOLDT,CHI010,43958,50,
1111 N HUMBOLDT,CHI010,43959,60,
1111 N HUMBOLDT,CHI010,43960,64,
1111 N HUMBOLDT,CHI010,43961,51,
1111 N HUMBOLDT,CHI010,43962,57,
1111 N HUMBOLDT,CHI010,43963,39,
1111 N HUMBOLDT,CHI010,43964,50,
1111 N HUMBOLDT,CHI010,43965,46,
1111 N HUMBOLDT,CHI010,43966,47,
1111 N HUMBOLDT,CHI010,43967,52,
1111 N HUMBOLDT,CHI010,43968,29,
1111 N HUMBOLDT,CHI010,43969,41,
1111 N HUMBOLDT,CHI010,43970,32,
1111 N HUMBOLDT,CHI010,43971,39,
1111 N HUMBOLDT,CHI010,43972,52,
1111 N HUMBOLDT,CHI010,43973,48,
1111 N HUMBOLDT,CHI010,43974,35,
1111 N HUMBOLDT,CHI010,43975,50,
1111 N HUMBOLDT,CHI010,43976,36,
1111 N HUMBOLDT,CHI010,43977,29,
1111 N HUMBOLDT,CHI010,43978,36,
1111 N HUMBOLDT,CHI010,43979,34,
1111 N HUMBOLDT,CHI010,43980,41,
1111 N HUMBOLDT,CHI010,43981,44,
1111 N HUMBOLDT,CHI010,43982,78,
1111 N HUMBOLDT,CHI010,43983,47,
1111 N HUMBOLDT,CHI010,43984,64,
1111 N HUMBOLDT,CHI010,43985,36,
1111 N HUMBOLDT,CHI010,43986,40,
1111 N HUMBOLDT,CHI010,43987,39,
1111 N HUMBOLDT,CHI010,43988,98,
1111 N HUMBOLDT,CHI010,43989,43,
1111 N HUMBOLDT,CHI010,43990,45,
1111 N HUMBOLDT,CHI010,43991,51,
1111 N HUMBOLDT,CHI010,43992,48,
1111 N HUMBOLDT,CHI010,43993,49,
1111 N HUMBOLDT,CHI010,43994,59,
1111 N HUMBOLDT,CHI010,43995,46,
1111 N HUMBOLDT,CHI010,43996,61,
1111 N HUMBOLDT,CHI010,43997,39,
1111 N HUMBOLDT,CHI010,43998,53,
1111 N HUMBOLDT,CHI010,43999,44,
1111 N HUMBOLDT,CHI010,44000,61,
1111 N HUMBOLDT,CHI010,44001,63,
1111 N HUMBOLDT,CHI010,44002,57,
1111 N HUMBOLDT,CHI010,44003,38,
1111 N HUMBOLDT,CHI010,44004,37,
1111 N HUMBOLDT,CHI010,44005,38,
1111 N HUMBOLDT,CHI010,44006,47,
1111 N HUMBOLDT,CHI010,44007,58,
1111 N HUMBOLDT,CHI010,44008,39,
1111 N HUMBOLDT,CHI010,44009,64,
1111 N HUMBOLDT,CHI010,44010,67,
1111 N HUMBOLDT,CHI010,44011,43,
1111 N HUMBOLDT,CHI010,44012,47,
1111 N HUMBOLDT,CHI010,44013,64,
1111 N HUMBOLDT,CHI010,44014,56,
1111 N HUMBOLDT,CHI010,44015,59,
1111 N HUMBOLDT,CHI010,44016,60,
1111 N HUMBOLDT,CHI010,44017,60,
1111 N HUMBOLDT,CHI010,44018,63,
1111 N HUMBOLDT,CHI010,44019,57,
1111 N HUMBOLDT,CHI010,44020,62,
1111 N HUMBOLDT,CHI010,44021,56,
1111 N HUMBOLDT,CHI010,44022,59,
1111 N HUMBOLDT,CHI010,44023,54,
1111 N HUMBOLDT,CHI010,44024,55,
1111 N HUMBOLDT,CHI010,44025,57,
1111 N HUMBOLDT,CHI010,44026,43,
1111 N HUMBOLDT,CHI010,44027,42,
1111 N HUMBOLDT,CHI010,44028,53,
1111 N HUMBOLDT,CHI010,44029,69,
1111 N HUMBOLDT,CHI010,44030,64,
1111 N HUMBOLDT,CHI010,44031,32,
1111 N HUMBOLDT,CHI010,44032,48,
1111 N HUMBOLDT,CHI010,44033,45,
1111 N HUMBOLDT,CHI010,44034,50,
1111 N HUMBOLDT,CHI010,44035,56,
1111 N HUMBOLDT,CHI010,44036,65,
1111 N HUMBOLDT,CHI010,44037,82,
1111 N HUMBOLDT,CHI010,44038,53,
1111 N HUMBOLDT,CHI010,44039,46,
1111 N HUMBOLDT,CHI010,44040,53,
1111 N HUMBOLDT,CHI010,44041,46,
1111 N HUMBOLDT,CHI010,44042,49,
1111 N HUMBOLDT,CHI010,44043,57,
1111 N HUMBOLDT,CHI010,44044,52,
1111 N HUMBOLDT,CHI010,44045,39,
1111 N HUMBOLDT,CHI010,44046,43,
1111 N HUMBOLDT,CHI010,44047,53,
1111 N HUMBOLDT,CHI010,44048,49,
1111 N HUMBOLDT,CHI010,44049,58,
1111 N HUMBOLDT,CHI010,44050,63,
1111 N HUMBOLDT,CHI010,44051,70,
1111 N HUMBOLDT,CHI010,44052,57,
1111 N HUMBOLDT,CHI010,44053,43,
1111 N HUMBOLDT,CHI010,44054,45,
1111 N HUMBOLDT,CHI010,44055,50,
1111 N HUMBOLDT,CHI010,44056,62,
1111 N HUMBOLDT,CHI010,44057,82,
1111 N HUMBOLDT,CHI010,44058,63,
1111 N HUMBOLDT,CHI010,44059,63,
1111 N HUMBOLDT,CHI010,44060,59,
1111 N HUMBOLDT,CHI010,44061,52,
1111 N HUMBOLDT,CHI010,44062,56,
1111 N HUMBOLDT,CHI010,44063,58,
1111 N HUMBOLDT,CHI010,44064,83,
1111 N HUMBOLDT,CHI010,44065,75,
1111 N HUMBOLDT,CHI010,44066,54,
1111 N HUMBOLDT,CHI010,44067,55,
1111 N HUMBOLDT,CHI010,44068,52,
1111 N HUMBOLDT,CHI010,44069,64,
1111 N HUMBOLDT,CHI010,44070,39,
1111 N HUMBOLDT,CHI010,44071,65,
1111 N HUMBOLDT,CHI010,44072,68,
1111 N HUMBOLDT,CHI010,44073,29,
1111 N HUMBOLDT,CHI010,44074,57,
1111 N HUMBOLDT,CHI010,44075,42,
1111 N HUMBOLDT,CHI010,44076,58,
1111 N HUMBOLDT,CHI010,44077,53,
1111 N HUMBOLDT,CHI010,44078,65,
1111 N HUMBOLDT,CHI010,44079,77,
1111 N HUMBOLDT,CHI010,44080,60,
1111 N HUMBOLDT,CHI010,44081,68,
1111 N HUMBOLDT,CHI010,44082,49,
1111 N HUMBOLDT,CHI010,44083,50,
1111 N HUMBOLDT,CHI010,44084,52,
1111 N HUMBOLDT,CHI010,44085,66,
1111 N HUMBOLDT,CHI010,44086,54,
1111 N HUMBOLDT,CHI010,44087,66,
1111 N HUMBOLDT,CHI010,44088,46,
1111 N HUMBOLDT,CHI010,44089,58,
1111 N HUMBOLDT,CHI010,44090,43,
1111 N HUMBOLDT,CHI010,44091,54,
1111 N HUMBOLDT,CHI010,44092,59,
1111 N HUMBOLDT,CHI010,44093,86,
1111 N HUMBOLDT,CHI010,44094,55,
1111 N HUMBOLDT,CHI010,44095,58,
1111 N HUMBOLDT,CHI010,44096,53,
1111 N HUMBOLDT,CHI010,44097,72,
1111 N HUMBOLDT,CHI010,44098,65,
1111 N HUMBOLDT,CHI010,44099,57,
1111 N HUMBOLDT,CHI010,44100,72,
1111 N HUMBOLDT,CHI010,44101,50,
1111 N HUMBOLDT,CHI010,44102,53,
1111 N HUMBOLDT,CHI010,44103,54,
1111 N HUMBOLDT,CHI010,44104,73,
1111 N HUMBOLDT,CHI010,44105,51,
1111 N HUMBOLDT,CHI010,44106,60,
1111 N HUMBOLDT,CHI010,44107,68,
1111 N HUMBOLDT,CHI010,44108,62,
1111 N HUMBOLDT,CHI010,44109,54,
1111 N HUMBOLDT,CHI010,44110,44,
1111 N HUMBOLDT,CHI010,44111,75,
1111 N HUMBOLDT,CHI010,44112,74,
1111 N HUMBOLDT,CHI010,44113,69,
1111 N HUMBOLDT,CHI010,44114,55,
1111 N HUMBOLDT,CHI010,44115,55,
1111 N HUMBOLDT,CHI010,44116,55,
1111 N HUMBOLDT,CHI010,44117,56,
1111 N HUMBOLDT,CHI010,44118,57,
1111 N HUMBOLDT,CHI010,44119,51,
1111 N HUMBOLDT,CHI010,44120,66,
1111 N HUMBOLDT,CHI010,44121,64,
1111 N HUMBOLDT,CHI010,44122,51,
1111 N HUMBOLDT,CHI010,44123,49,
1111 N HUMBOLDT,CHI010,44124,53,
1111 N HUMBOLDT,CHI010,44125,52,
1111 N HUMBOLDT,CHI010,44126,55,
1111 N HUMBOLDT,CHI010,44127,44,
1111 N HUMBOLDT,CHI010,44128,85,
1111 N HUMBOLDT,CHI010,44129,55,
1111 N HUMBOLDT,CHI010,44130,53,
1111 N HUMBOLDT,CHI010,44131,45,
1111 N HUMBOLDT,CHI010,44132,65,
1111 N HUMBOLDT,CHI010,44133,57,
1111 N HUMBOLDT,CHI010,44134,74,
1111 N HUMBOLDT,CHI010,44135,83,
