Year,Month,Date,ICD Sub-Chapter,ICD Sub-Chapter Code,Deaths
2019,Dec,2019/12,Diseases of liver,K70-K76,5092
2019,Dec,2019/12,Transport accidents,V01-V99,3369
2019,Dec,2019/12,Intentional self-harm,X60-X84,3700
2020,Jan,2020/01,Tuberculosis,A16-A19,33
2020,Jan,2020/01,Other bacterial diseases,A30-A49,4000
2020,Jan,2020/01,Viral hepatitis,B15-B19,372
2020,Jan,2020/01,Human immunodeficiency virus [HIV] disease,B20-B24,474
2020,Jan,2020/01,Sequelae of infectious and parasitic diseases,B90-B94,97
2020,Jan,2020/01,Diabetes mellitus,E10-E14,8221
2020,Jan,2020/01,Malnutrition,E40-E46,1119
2020,Jan,2020/01,Obesity and other hyperalimentation,E65-E68,807
2020,Jan,2020/01,Other degenerative diseases of the nervous system,G30-G31,14579
2020,Jan,2020/01,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1619
2020,Jan,2020/01,"Diseases of arteries, arterioles and capillaries",I70-I78,2197
2020,Jan,2020/01,Influenza and pneumonia,J09-J18,6633
2020,Jan,2020/01,Chronic lower respiratory diseases,J40-J47,15515
2020,Jan,2020/01,Diseases of liver,K70-K76,5409
2020,Jan,2020/01,Transport accidents,V01-V99,3029
2020,Jan,2020/01,Intentional self-harm,X60-X84,4022
2020,Feb,2020/02,Tuberculosis,A16-A19,46
2020,Feb,2020/02,Other bacterial diseases,A30-A49,3636
2020,Feb,2020/02,Viral hepatitis,B15-B19,313
2020,Feb,2020/02,Human immunodeficiency virus [HIV] disease,B20-B24,403
2020,Feb,2020/02,Sequelae of infectious and parasitic diseases,B90-B94,76
2020,Feb,2020/02,Diabetes mellitus,E10-E14,7753
2020,Feb,2020/02,Malnutrition,E40-E46,1074
2020,Feb,2020/02,Obesity and other hyperalimentation,E65-E68,763
2020,Feb,2020/02,Other degenerative diseases of the nervous system,G30-G31,13707
2020,Feb,2020/02,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1597
2020,Feb,2020/02,"Diseases of arteries, arterioles and capillaries",I70-I78,2083
2020,Feb,2020/02,Influenza and pneumonia,J09-J18,6130
2020,Feb,2020/02,Chronic lower respiratory diseases,J40-J47,14252
2020,Feb,2020/02,Diseases of liver,K70-K76,4754
2020,Feb,2020/02,Transport accidents,V01-V99,3009
2020,Feb,2020/02,Intentional self-harm,X60-X84,3650
2020,Mar,2020/03,Tuberculosis,A16-A19,48
2020,Mar,2020/03,Other bacterial diseases,A30-A49,4020
2020,Mar,2020/03,Viral hepatitis,B15-B19,335
2020,Mar,2020/03,Human immunodeficiency virus [HIV] disease,B20-B24,463
2020,Mar,2020/03,Sequelae of infectious and parasitic diseases,B90-B94,94
2020,Mar,2020/03,Diabetes mellitus,E10-E14,8420
2020,Mar,2020/03,Malnutrition,E40-E46,1132
2020,Mar,2020/03,Obesity and other hyperalimentation,E65-E68,814
2020,Mar,2020/03,Other degenerative diseases of the nervous system,G30-G31,14792
2020,Mar,2020/03,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1585
2020,Mar,2020/03,"Diseases of arteries, arterioles and capillaries",I70-I78,1919
2020,Mar,2020/03,Influenza and pneumonia,J09-J18,7567
2020,Mar,2020/03,Chronic lower respiratory diseases,J40-J47,15272
2020,Mar,2020/03,Diseases of liver,K70-K76,5103
2020,Mar,2020/03,Transport accidents,V01-V99,2959
2020,Mar,2020/03,Intentional self-harm,X60-X84,3950
2020,Apr,2020/04,Tuberculosis,A16-A19,41
2020,Apr,2020/04,Other bacterial diseases,A30-A49,3695
2020,Apr,2020/04,Viral hepatitis,B15-B19,328
2020,Apr,2020/04,Human immunodeficiency virus [HIV] disease,B20-B24,468
2020,Apr,2020/04,Sequelae of infectious and parasitic diseases,B90-B94,63
2020,Apr,2020/04,Diabetes mellitus,E10-E14,9434
2020,Apr,2020/04,Malnutrition,E40-E46,1046
2020,Apr,2020/04,Obesity and other hyperalimentation,E65-E68,838
2020,Apr,2020/04,Other degenerative diseases of the nervous system,G30-G31,15892
2020,Apr,2020/04,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1633
2020,Apr,2020/04,"Diseases of arteries, arterioles and capillaries",I70-I78,2001
2020,Apr,2020/04,Influenza and pneumonia,J09-J18,5792
2020,Apr,2020/04,Chronic lower respiratory diseases,J40-J47,13759
2020,Apr,2020/04,Diseases of liver,K70-K76,4946
2020,Apr,2020/04,Transport accidents,V01-V99,2690
2020,Apr,2020/04,Intentional self-harm,X60-X84,3472
2020,May,2020/05,Tuberculosis,A16-A19,40
2020,May,2020/05,Other bacterial diseases,A30-A49,3379
2020,May,2020/05,Viral hepatitis,B15-B19,326
2020,May,2020/05,Human immunodeficiency virus [HIV] disease,B20-B24,412
2020,May,2020/05,Sequelae of infectious and parasitic diseases,B90-B94,65
2020,May,2020/05,Diabetes mellitus,E10-E14,8355
2020,May,2020/05,Malnutrition,E40-E46,1086
2020,May,2020/05,Obesity and other hyperalimentation,E65-E68,851
2020,May,2020/05,Other degenerative diseases of the nervous system,G30-G31,14241
2020,May,2020/05,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1530
2020,May,2020/05,"Diseases of arteries, arterioles and capillaries",I70-I78,1874
2020,May,2020/05,Influenza and pneumonia,J09-J18,3608
2020,May,2020/05,Chronic lower respiratory diseases,J40-J47,12056
2020,May,2020/05,Diseases of liver,K70-K76,5147
2020,May,2020/05,Transport accidents,V01-V99,3515
2020,May,2020/05,Intentional self-harm,X60-X84,3751
2020,Jun,2020/06,Tuberculosis,A16-A19,57
2020,Jun,2020/06,Other bacterial diseases,A30-A49,3315
2020,Jun,2020/06,Viral hepatitis,B15-B19,302
2020,Jun,2020/06,Human immunodeficiency virus [HIV] disease,B20-B24,412
2020,Jun,2020/06,Sequelae of infectious and parasitic diseases,B90-B94,77
2020,Jun,2020/06,Diabetes mellitus,E10-E14,7622
2020,Jun,2020/06,Malnutrition,E40-E46,1066
2020,Jun,2020/06,Obesity and other hyperalimentation,E65-E68,803
2020,Jun,2020/06,Other degenerative diseases of the nervous system,G30-G31,13361
2020,Jun,2020/06,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1484
2020,Jun,2020/06,"Diseases of arteries, arterioles and capillaries",I70-I78,1836
2020,Jun,2020/06,Influenza and pneumonia,J09-J18,3064
2020,Jun,2020/06,Chronic lower respiratory diseases,J40-J47,10928
2020,Jun,2020/06,Diseases of liver,K70-K76,5345
2020,Jun,2020/06,Transport accidents,V01-V99,4242
2020,Jun,2020/06,Intentional self-harm,X60-X84,3957
2020,Jul,2020/07,Tuberculosis,A16-A19,48
2020,Jul,2020/07,Other bacterial diseases,A30-A49,3422
2020,Jul,2020/07,Viral hepatitis,B15-B19,348
2020,Jul,2020/07,Human immunodeficiency virus [HIV] disease,B20-B24,405
2020,Jul,2020/07,Sequelae of infectious and parasitic diseases,B90-B94,74
2020,Jul,2020/07,Diabetes mellitus,E10-E14,8629
2020,Jul,2020/07,Malnutrition,E40-E46,1175
2020,Jul,2020/07,Obesity and other hyperalimentation,E65-E68,900
2020,Jul,2020/07,Other degenerative diseases of the nervous system,G30-G31,14736
2020,Jul,2020/07,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1605
2020,Jul,2020/07,"Diseases of arteries, arterioles and capillaries",I70-I78,1894
2020,Jul,2020/07,Influenza and pneumonia,J09-J18,3329
2020,Jul,2020/07,Chronic lower respiratory diseases,J40-J47,11663
2020,Jul,2020/07,Diseases of liver,K70-K76,5607
2020,Jul,2020/07,Transport accidents,V01-V99,4326
2020,Jul,2020/07,Intentional self-harm,X60-X84,4164
2020,Aug,2020/08,Tuberculosis,A16-A19,52
2020,Aug,2020/08,Other bacterial diseases,A30-A49,3562
2020,Aug,2020/08,Viral hepatitis,B15-B19,320
2020,Aug,2020/08,Human immunodeficiency virus [HIV] disease,B20-B24,409
2020,Aug,2020/08,Sequelae of infectious and parasitic diseases,B90-B94,66
2020,Aug,2020/08,Diabetes mellitus,E10-E14,8297
2020,Aug,2020/08,Malnutrition,E40-E46,1326
2020,Aug,2020/08,Obesity and other hyperalimentation,E65-E68,894
2020,Aug,2020/08,Other degenerative diseases of the nervous system,G30-G31,14865
2020,Aug,2020/08,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1557
2020,Aug,2020/08,"Diseases of arteries, arterioles and capillaries",I70-I78,2004
2020,Aug,2020/08,Influenza and pneumonia,J09-J18,3202
2020,Aug,2020/08,Chronic lower respiratory diseases,J40-J47,11511
2020,Aug,2020/08,Diseases of liver,K70-K76,5763
2020,Aug,2020/08,Transport accidents,V01-V99,4464
2020,Aug,2020/08,Intentional self-harm,X60-X84,4039
2020,Sep,2020/09,Tuberculosis,A16-A19,60
2020,Sep,2020/09,Other bacterial diseases,A30-A49,3433
2020,Sep,2020/09,Viral hepatitis,B15-B19,294
2020,Sep,2020/09,Human immunodeficiency virus [HIV] disease,B20-B24,407
2020,Sep,2020/09,Sequelae of infectious and parasitic diseases,B90-B94,71
2020,Sep,2020/09,Diabetes mellitus,E10-E14,7984
2020,Sep,2020/09,Malnutrition,E40-E46,1188
2020,Sep,2020/09,Obesity and other hyperalimentation,E65-E68,821
2020,Sep,2020/09,Other degenerative diseases of the nervous system,G30-G31,14179
2020,Sep,2020/09,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1573
2020,Sep,2020/09,"Diseases of arteries, arterioles and capillaries",I70-I78,1907
2020,Sep,2020/09,Influenza and pneumonia,J09-J18,3075
2020,Sep,2020/09,Chronic lower respiratory diseases,J40-J47,11059
2020,Sep,2020/09,Diseases of liver,K70-K76,5586
2020,Sep,2020/09,Transport accidents,V01-V99,4264
2020,Sep,2020/09,Intentional self-harm,X60-X84,3901
2020,Oct,2020/10,Tuberculosis,A16-A19,55
2020,Oct,2020/10,Other bacterial diseases,A30-A49,3554
2020,Oct,2020/10,Viral hepatitis,B15-B19,359
2020,Oct,2020/10,Human immunodeficiency virus [HIV] disease,B20-B24,409
2020,Oct,2020/10,Sequelae of infectious and parasitic diseases,B90-B94,72
2020,Oct,2020/10,Diabetes mellitus,E10-E14,8307
2020,Oct,2020/10,Malnutrition,E40-E46,1327
2020,Oct,2020/10,Obesity and other hyperalimentation,E65-E68,837
2020,Oct,2020/10,Other degenerative diseases of the nervous system,G30-G31,15047
2020,Oct,2020/10,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1654
2020,Oct,2020/10,"Diseases of arteries, arterioles and capillaries",I70-I78,2033
2020,Oct,2020/10,Influenza and pneumonia,J09-J18,3332
2020,Oct,2020/10,Chronic lower respiratory diseases,J40-J47,11591
2020,Oct,2020/10,Diseases of liver,K70-K76,6074
2020,Oct,2020/10,Transport accidents,V01-V99,4325
2020,Oct,2020/10,Intentional self-harm,X60-X84,3776
2020,Nov,2020/11,Tuberculosis,A16-A19,51
2020,Nov,2020/11,Other bacterial diseases,A30-A49,3691
2020,Nov,2020/11,Viral hepatitis,B15-B19,346
2020,Nov,2020/11,Human immunodeficiency virus [HIV] disease,B20-B24,384
2020,Nov,2020/11,Sequelae of infectious and parasitic diseases,B90-B94,76
2020,Nov,2020/11,Diabetes mellitus,E10-E14,8873
2020,Nov,2020/11,Malnutrition,E40-E46,1331
2020,Nov,2020/11,Obesity and other hyperalimentation,E65-E68,936
2020,Nov,2020/11,Other degenerative diseases of the nervous system,G30-G31,15743
2020,Nov,2020/11,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1720
2020,Nov,2020/11,"Diseases of arteries, arterioles and capillaries",I70-I78,2153
2020,Nov,2020/11,Influenza and pneumonia,J09-J18,3536
2020,Nov,2020/11,Chronic lower respiratory diseases,J40-J47,12003
2020,Nov,2020/11,Diseases of liver,K70-K76,5975
2020,Nov,2020/11,Transport accidents,V01-V99,3919
2020,Nov,2020/11,Intentional self-harm,X60-X84,3704
2020,Dec,2020/12,Tuberculosis,A16-A19,69
2020,Dec,2020/12,Other bacterial diseases,A30-A49,4105
2020,Dec,2020/12,Viral hepatitis,B15-B19,300
2020,Dec,2020/12,Human immunodeficiency virus [HIV] disease,B20-B24,469
2020,Dec,2020/12,Sequelae of infectious and parasitic diseases,B90-B94,67
2020,Dec,2020/12,Diabetes mellitus,E10-E14,10293
2020,Dec,2020/12,Malnutrition,E40-E46,1467
2020,Dec,2020/12,Obesity and other hyperalimentation,E65-E68,948
2020,Dec,2020/12,Other degenerative diseases of the nervous system,G30-G31,17884
2020,Dec,2020/12,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1830
2020,Dec,2020/12,"Diseases of arteries, arterioles and capillaries",I70-I78,2203
2020,Dec,2020/12,Influenza and pneumonia,J09-J18,4276
2020,Dec,2020/12,Chronic lower respiratory diseases,J40-J47,13048
2020,Dec,2020/12,Diseases of liver,K70-K76,6098
2020,Dec,2020/12,Transport accidents,V01-V99,3650
2020,Dec,2020/12,Intentional self-harm,X60-X84,3554
2021,Jan,2021/01,Tuberculosis,A16-A19,57
2021,Jan,2021/01,Other bacterial diseases,A30-A49,4049
2021,Jan,2021/01,Viral hepatitis,B15-B19,345
2021,Jan,2021/01,Human immunodeficiency virus [HIV] disease,B20-B24,454
2021,Jan,2021/01,Sequelae of infectious and parasitic diseases,B90-B94,75
2021,Jan,2021/01,Diabetes mellitus,E10-E14,10242
2021,Jan,2021/01,Malnutrition,E40-E46,1467
2021,Jan,2021/01,Obesity and other hyperalimentation,E65-E68,1050
2021,Jan,2021/01,Other degenerative diseases of the nervous system,G30-G31,17369
2021,Jan,2021/01,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1779
2021,Jan,2021/01,"Diseases of arteries, arterioles and capillaries",I70-I78,2175
2021,Jan,2021/01,Influenza and pneumonia,J09-J18,4241
2021,Jan,2021/01,Chronic lower respiratory diseases,J40-J47,12780
2021,Jan,2021/01,Diseases of liver,K70-K76,6226
2021,Jan,2021/01,Transport accidents,V01-V99,3525
2021,Jan,2021/01,Intentional self-harm,X60-X84,3887
2021,Feb,2021/02,Tuberculosis,A16-A19,44
2021,Feb,2021/02,Other bacterial diseases,A30-A49,3677
2021,Feb,2021/02,Viral hepatitis,B15-B19,293
2021,Feb,2021/02,Human immunodeficiency virus [HIV] disease,B20-B24,404
2021,Feb,2021/02,Sequelae of infectious and parasitic diseases,B90-B94,69
2021,Feb,2021/02,Diabetes mellitus,E10-E14,8490
2021,Feb,2021/02,Malnutrition,E40-E46,1314
2021,Feb,2021/02,Obesity and other hyperalimentation,E65-E68,872
2021,Feb,2021/02,Other degenerative diseases of the nervous system,G30-G31,13830
2021,Feb,2021/02,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1604
2021,Feb,2021/02,"Diseases of arteries, arterioles and capillaries",I70-I78,1887
2021,Feb,2021/02,Influenza and pneumonia,J09-J18,3372
2021,Feb,2021/02,Chronic lower respiratory diseases,J40-J47,10822
2021,Feb,2021/02,Diseases of liver,K70-K76,5605
2021,Feb,2021/02,Transport accidents,V01-V99,2891
2021,Feb,2021/02,Intentional self-harm,X60-X84,3566
2021,Mar,2021/03,Tuberculosis,A16-A19,48
2021,Mar,2021/03,Other bacterial diseases,A30-A49,3732
2021,Mar,2021/03,Viral hepatitis,B15-B19,285
2021,Mar,2021/03,Human immunodeficiency virus [HIV] disease,B20-B24,425
2021,Mar,2021/03,Sequelae of infectious and parasitic diseases,B90-B94,69
2021,Mar,2021/03,Diabetes mellitus,E10-E14,8614
2021,Mar,2021/03,Malnutrition,E40-E46,1323
2021,Mar,2021/03,Obesity and other hyperalimentation,E65-E68,873
2021,Mar,2021/03,Other degenerative diseases of the nervous system,G30-G31,13785
2021,Mar,2021/03,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1670
2021,Mar,2021/03,"Diseases of arteries, arterioles and capillaries",I70-I78,2129
2021,Mar,2021/03,Influenza and pneumonia,J09-J18,3322
2021,Mar,2021/03,Chronic lower respiratory diseases,J40-J47,11490
2021,Mar,2021/03,Diseases of liver,K70-K76,6076
2021,Mar,2021/03,Transport accidents,V01-V99,3617
2021,Mar,2021/03,Intentional self-harm,X60-X84,3995
2021,Apr,2021/04,Tuberculosis,A16-A19,53
2021,Apr,2021/04,Other bacterial diseases,A30-A49,3359
2021,Apr,2021/04,Viral hepatitis,B15-B19,324
2021,Apr,2021/04,Human immunodeficiency virus [HIV] disease,B20-B24,409
2021,Apr,2021/04,Sequelae of infectious and parasitic diseases,B90-B94,73
2021,Apr,2021/04,Diabetes mellitus,E10-E14,8115
2021,Apr,2021/04,Malnutrition,E40-E46,1244
2021,Apr,2021/04,Obesity and other hyperalimentation,E65-E68,906
2021,Apr,2021/04,Other degenerative diseases of the nervous system,G30-G31,12590
2021,Apr,2021/04,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1538
2021,Apr,2021/04,"Diseases of arteries, arterioles and capillaries",I70-I78,1955
2021,Apr,2021/04,Influenza and pneumonia,J09-J18,3049
2021,Apr,2021/04,Chronic lower respiratory diseases,J40-J47,10992
2021,Apr,2021/04,Diseases of liver,K70-K76,5678
2021,Apr,2021/04,Transport accidents,V01-V99,4051
2021,Apr,2021/04,Intentional self-harm,X60-X84,3720
2021,May,2021/05,Tuberculosis,A16-A19,54
2021,May,2021/05,Other bacterial diseases,A30-A49,3420
2021,May,2021/05,Viral hepatitis,B15-B19,300
2021,May,2021/05,Human immunodeficiency virus [HIV] disease,B20-B24,378
2021,May,2021/05,Sequelae of infectious and parasitic diseases,B90-B94,68
2021,May,2021/05,Diabetes mellitus,E10-E14,8007
2021,May,2021/05,Malnutrition,E40-E46,1403
2021,May,2021/05,Obesity and other hyperalimentation,E65-E68,957
2021,May,2021/05,Other degenerative diseases of the nervous system,G30-G31,12940
2021,May,2021/05,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1605
2021,May,2021/05,"Diseases of arteries, arterioles and capillaries",I70-I78,2035
2021,May,2021/05,Influenza and pneumonia,J09-J18,2920
2021,May,2021/05,Chronic lower respiratory diseases,J40-J47,11360
2021,May,2021/05,Diseases of liver,K70-K76,5835
2021,May,2021/05,Transport accidents,V01-V99,4289
2021,May,2021/05,Intentional self-harm,X60-X84,4087
2021,Jun,2021/06,Tuberculosis,A16-A19,44
2021,Jun,2021/06,Other bacterial diseases,A30-A49,3489
2021,Jun,2021/06,Viral hepatitis,B15-B19,266
2021,Jun,2021/06,Human immunodeficiency virus [HIV] disease,B20-B24,376
2021,Jun,2021/06,Sequelae of infectious and parasitic diseases,B90-B94,56
2021,Jun,2021/06,Diabetes mellitus,E10-E14,7757
2021,Jun,2021/06,Malnutrition,E40-E46,1265
2021,Jun,2021/06,Obesity and other hyperalimentation,E65-E68,858
2021,Jun,2021/06,Other degenerative diseases of the nervous system,G30-G31,12506
2021,Jun,2021/06,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1560
2021,Jun,2021/06,"Diseases of arteries, arterioles and capillaries",I70-I78,1962
2021,Jun,2021/06,Influenza and pneumonia,J09-J18,2834
2021,Jun,2021/06,Chronic lower respiratory diseases,J40-J47,11184
2021,Jun,2021/06,Diseases of liver,K70-K76,5722
2021,Jun,2021/06,Transport accidents,V01-V99,4323
2021,Jun,2021/06,Intentional self-harm,X60-X84,4085
2021,Jul,2021/07,Tuberculosis,A16-A19,48
2021,Jul,2021/07,Other bacterial diseases,A30-A49,3764
2021,Jul,2021/07,Viral hepatitis,B15-B19,300
2021,Jul,2021/07,Human immunodeficiency virus [HIV] disease,B20-B24,410
2021,Jul,2021/07,Sequelae of infectious and parasitic diseases,B90-B94,76
2021,Jul,2021/07,Diabetes mellitus,E10-E14,7831
2021,Jul,2021/07,Malnutrition,E40-E46,1413
2021,Jul,2021/07,Obesity and other hyperalimentation,E65-E68,866
2021,Jul,2021/07,Other degenerative diseases of the nervous system,G30-G31,12838
2021,Jul,2021/07,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1625
2021,Jul,2021/07,"Diseases of arteries, arterioles and capillaries",I70-I78,1970
2021,Jul,2021/07,Influenza and pneumonia,J09-J18,3117
2021,Jul,2021/07,Chronic lower respiratory diseases,J40-J47,11747
2021,Jul,2021/07,Diseases of liver,K70-K76,5979
2021,Jul,2021/07,Transport accidents,V01-V99,4468
2021,Jul,2021/07,Intentional self-harm,X60-X84,4090
2021,Aug,2021/08,Tuberculosis,A16-A19,56
2021,Aug,2021/08,Other bacterial diseases,A30-A49,3765
2021,Aug,2021/08,Viral hepatitis,B15-B19,309
2021,Aug,2021/08,Human immunodeficiency virus [HIV] disease,B20-B24,403
2021,Aug,2021/08,Sequelae of infectious and parasitic diseases,B90-B94,71
2021,Aug,2021/08,Diabetes mellitus,E10-E14,8720
2021,Aug,2021/08,Malnutrition,E40-E46,1482
2021,Aug,2021/08,Obesity and other hyperalimentation,E65-E68,1014
2021,Aug,2021/08,Other degenerative diseases of the nervous system,G30-G31,13810
2021,Aug,2021/08,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1682
2021,Aug,2021/08,"Diseases of arteries, arterioles and capillaries",I70-I78,1992
2021,Aug,2021/08,Influenza and pneumonia,J09-J18,3400
2021,Aug,2021/08,Chronic lower respiratory diseases,J40-J47,12172
2021,Aug,2021/08,Diseases of liver,K70-K76,6066
2021,Aug,2021/08,Transport accidents,V01-V99,4523
2021,Aug,2021/08,Intentional self-harm,X60-X84,4364
2021,Sep,2021/09,Tuberculosis,A16-A19,42
2021,Sep,2021/09,Other bacterial diseases,A30-A49,3880
2021,Sep,2021/09,Viral hepatitis,B15-B19,287
2021,Sep,2021/09,Human immunodeficiency virus [HIV] disease,B20-B24,414
2021,Sep,2021/09,Sequelae of infectious and parasitic diseases,B90-B94,58
2021,Sep,2021/09,Diabetes mellitus,E10-E14,8681
2021,Sep,2021/09,Malnutrition,E40-E46,1405
2021,Sep,2021/09,Obesity and other hyperalimentation,E65-E68,981
2021,Sep,2021/09,Other degenerative diseases of the nervous system,G30-G31,14223
2021,Sep,2021/09,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1706
2021,Sep,2021/09,"Diseases of arteries, arterioles and capillaries",I70-I78,1968
2021,Sep,2021/09,Influenza and pneumonia,J09-J18,3525
2021,Sep,2021/09,Chronic lower respiratory diseases,J40-J47,11805
2021,Sep,2021/09,Diseases of liver,K70-K76,6055
2021,Sep,2021/09,Transport accidents,V01-V99,4469
2021,Sep,2021/09,Intentional self-harm,X60-X84,4229
2021,Oct,2021/10,Tuberculosis,A16-A19,59
2021,Oct,2021/10,Other bacterial diseases,A30-A49,4148
2021,Oct,2021/10,Viral hepatitis,B15-B19,288
2021,Oct,2021/10,Human immunodeficiency virus [HIV] disease,B20-B24,431
2021,Oct,2021/10,Sequelae of infectious and parasitic diseases,B90-B94,76
2021,Oct,2021/10,Diabetes mellitus,E10-E14,8587
2021,Oct,2021/10,Malnutrition,E40-E46,1594
2021,Oct,2021/10,Obesity and other hyperalimentation,E65-E68,944
2021,Oct,2021/10,Other degenerative diseases of the nervous system,G30-G31,14315
2021,Oct,2021/10,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1736
2021,Oct,2021/10,"Diseases of arteries, arterioles and capillaries",I70-I78,2197
2021,Oct,2021/10,Influenza and pneumonia,J09-J18,3664
2021,Oct,2021/10,Chronic lower respiratory diseases,J40-J47,12168
2021,Oct,2021/10,Diseases of liver,K70-K76,6311
2021,Oct,2021/10,Transport accidents,V01-V99,4663
2021,Oct,2021/10,Intentional self-harm,X60-X84,4274
2021,Nov,2021/11,Tuberculosis,A16-A19,45
2021,Nov,2021/11,Other bacterial diseases,A30-A49,4033
2021,Nov,2021/11,Viral hepatitis,B15-B19,283
2021,Nov,2021/11,Human immunodeficiency virus [HIV] disease,B20-B24,420
2021,Nov,2021/11,Sequelae of infectious and parasitic diseases,B90-B94,70
2021,Nov,2021/11,Diabetes mellitus,E10-E14,8773
2021,Nov,2021/11,Malnutrition,E40-E46,1536
2021,Nov,2021/11,Obesity and other hyperalimentation,E65-E68,963
2021,Nov,2021/11,Other degenerative diseases of the nervous system,G30-G31,14819
2021,Nov,2021/11,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1785
2021,Nov,2021/11,"Diseases of arteries, arterioles and capillaries",I70-I78,2114
2021,Nov,2021/11,Influenza and pneumonia,J09-J18,3805
2021,Nov,2021/11,Chronic lower respiratory diseases,J40-J47,12168
2021,Nov,2021/11,Diseases of liver,K70-K76,6094
2021,Nov,2021/11,Transport accidents,V01-V99,4131
2021,Nov,2021/11,Intentional self-harm,X60-X84,3962
2021,Dec,2021/12,Tuberculosis,A16-A19,52
2021,Dec,2021/12,Other bacterial diseases,A30-A49,4228
2021,Dec,2021/12,Viral hepatitis,B15-B19,309
2021,Dec,2021/12,Human immunodeficiency virus [HIV] disease,B20-B24,453
2021,Dec,2021/12,Sequelae of infectious and parasitic diseases,B90-B94,75
2021,Dec,2021/12,Diabetes mellitus,E10-E14,9477
2021,Dec,2021/12,Malnutrition,E40-E46,1660
2021,Dec,2021/12,Obesity and other hyperalimentation,E65-E68,1025
2021,Dec,2021/12,Other degenerative diseases of the nervous system,G30-G31,15618
2021,Dec,2021/12,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1790
2021,Dec,2021/12,"Diseases of arteries, arterioles and capillaries",I70-I78,2286
2021,Dec,2021/12,Influenza and pneumonia,J09-J18,4668
2021,Dec,2021/12,Chronic lower respiratory diseases,J40-J47,13654
2021,Dec,2021/12,Diseases of liver,K70-K76,6253
2021,Dec,2021/12,Transport accidents,V01-V99,4050
2021,Dec,2021/12,Intentional self-harm,X60-X84,3893
2022,Jan,2022/01,Tuberculosis,A16-A19,52
2022,Jan,2022/01,Other bacterial diseases,A30-A49,4450
2022,Jan,2022/01,Viral hepatitis,B15-B19,302
2022,Jan,2022/01,Human immunodeficiency virus [HIV] disease,B20-B24,443
2022,Jan,2022/01,Sequelae of infectious and parasitic diseases,B90-B94,78
2022,Jan,2022/01,Diabetes mellitus,E10-E14,11043
2022,Jan,2022/01,Malnutrition,E40-E46,1938
2022,Jan,2022/01,Obesity and other hyperalimentation,E65-E68,1151
2022,Jan,2022/01,Other degenerative diseases of the nervous system,G30-G31,18376
2022,Jan,2022/01,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1954
2022,Jan,2022/01,"Diseases of arteries, arterioles and capillaries",I70-I78,2435
2022,Jan,2022/01,Influenza and pneumonia,J09-J18,4934
2022,Jan,2022/01,Chronic lower respiratory diseases,J40-J47,14575
2022,Jan,2022/01,Diseases of liver,K70-K76,6493
2022,Jan,2022/01,Transport accidents,V01-V99,3588
2022,Jan,2022/01,Intentional self-harm,X60-X84,4140
2022,Feb,2022/02,Tuberculosis,A16-A19,49
2022,Feb,2022/02,Other bacterial diseases,A30-A49,3733
2022,Feb,2022/02,Viral hepatitis,B15-B19,255
2022,Feb,2022/02,Human immunodeficiency virus [HIV] disease,B20-B24,395
2022,Feb,2022/02,Sequelae of infectious and parasitic diseases,B90-B94,62
2022,Feb,2022/02,Diabetes mellitus,E10-E14,8527
2022,Feb,2022/02,Malnutrition,E40-E46,1682
2022,Feb,2022/02,Obesity and other hyperalimentation,E65-E68,930
2022,Feb,2022/02,Other degenerative diseases of the nervous system,G30-G31,15285
2022,Feb,2022/02,Pulmonary heart disease and diseases of pulmonary circulation,I26-I28,1659
2022,Feb,2022/02,"Diseases of arteries, arterioles and capillaries",I70-I78,2085
2022,Feb,2022/02,Influenza and pneumonia,J09-J18,3583
2022,Feb,2022/02,Chronic lower respiratory diseases,J40-J47,11719
2022,Feb,2022/02,Diseases of liver,K70-K76,5590
2022,Feb,2022/02,Transport accidents,V01-V99,3336
2022,Feb,2022/02,Intentional self-harm,X60-X84,3804
